hard,2,0.9310728571428573
hard,1,0.8409062857142857
hard,1,1.7396391999999998
hard,1,0.046638999999999986
hard,1,0.996352
hard,1,1.2348154999999998
hard,1,1.4050395
hard,1,2.028537
hard,1,4.08739475
hard,1,3.614134
hard,1,1.0790549999999999
hard,1,0.03009099999999998
hard,1,0.03076599999999996
hard,1,1.061413
hard,1,3.298941
hard,1,5.418932999999999
hard,1,0.03135500000000002
hard,1,1.1557942499999996
hard,1,1.9400868
easy,1,0.031983799999999965
easy,1,0.0010999999999999899
easy,1,0.0009847142857142912
easy,1,0.0012290000000000079
easy,1,0.0012070000000000026
easy,1,0.0012530000000000152
easy,1,0.0015491666666666664
easy,1,0.0011128333333333407
easy,1,0.0013057999999999792
easy,1,0.0003370000000000317
easy,1,0.00033166666666665606
hard,1,4.549817999999999
hard,1,0.5558757500000001
medium,1,0.12040216666666663
medium,1,0.17934374999999997
medium,1,0.005730000000000013
medium,1,0.007931000000000021
medium,1,0.005981999999999987
medium,1,0.006366000000000038
medium,1,0.15685825000000003
medium,1,0.005271500000000012
medium,1,0.027238250000000047
medium,1,0.048091499999999995
medium,1,0.03349833333333333
medium,1,0.006385333333333336
easy,1,0.001297333333333317
easy,1,0.0011680000000000134
easy,1,0.0015295000000000725
easy,1,0.0014457500000000234
easy,1,0.0015789999999999832
easy,1,0.0016126666666666696
easy,1,0.000982500000000015
